institution_id,source_id,category,normalized_category,name,normalized_name,address,normalized_address,phone,bed_count,managing_authority,managing_authority_phone,mental_health_type,active_status,source_status,primary_source,primary_source_reference_date,created_at,updated_at
wonju:13192606,13192606,병원,병원,영광병원,영광병원,"강원특별자치도 원주시 오리현길 236 (행구동, 영광재활의학과병원)",강원특별자치도 원주시 오리현길 236,033-746-4100,,,,,active,current_master,wonju_health_medical_2026,2026,2026-07-15T21:05:51+09:00,2026-07-15T21:05:51+09:00
wonju:13192607,13192607,병원,병원,센트럴병원,센트럴병원,"강원특별자치도 원주시 백간길 95, 센트럴병원 (단계동)","강원특별자치도 원주시 백간길 95, 센트럴병원",033-742-9371,,,,,active,current_master,wonju_health_medical_2026,2026,2026-07-15T21:05:51+09:00,2026-07-15T21:05:51+09:00
wonju:13192608,13192608,병원,병원,원주성모병원,원주성모병원,강원특별자치도 원주시 소초면 치악로 2473,강원특별자치도 원주시 소초면 치악로 2473,033-741-5000,,,,,active,current_master,wonju_health_medical_2026,2026,2026-07-15T21:05:51+09:00,2026-07-15T21:05:51+09:00
wonju:13192609,13192609,병원,병원,정병원,정병원,강원특별자치도 원주시 원문로 141 (단계동),강원특별자치도 원주시 원문로 141,033-733-9988,,,,,active,current_master,wonju_health_medical_2026,2026,2026-07-15T21:05:51+09:00,2026-07-15T21:05:51+09:00
wonju:13192610,13192610,병원,병원,현대중앙병원,현대중앙병원,강원특별자치도 원주시 상지대길 23 (우산동),강원특별자치도 원주시 상지대길 23,033-747-1199,,,,,active,current_master,wonju_health_medical_2026,2026,2026-07-15T21:05:51+09:00,2026-07-15T21:05:51+09:00
wonju:13192611,13192611,병원,병원,원주우리병원,원주우리병원,강원특별자치도 원주시 북원로 2572 (우산동),강원특별자치도 원주시 북원로 2572,033-743-9801,,,,,active,current_master,wonju_health_medical_2026,2026,2026-07-15T21:05:51+09:00,2026-07-15T21:05:51+09:00
wonju:13192612,13192612,병원,병원,의료법인성지의료재단성지병원,의료법인성지의료재단성지병원,강원특별자치도 원주시 원일로 22 (인동),강원특별자치도 원주시 원일로 22,033-760-3101,,,,,active,current_master,wonju_health_medical_2026,2026,2026-07-15T21:05:51+09:00,2026-07-15T21:05:51+09:00
wonju:13192613,13192613,병원,병원,원주카톨릭병원,원주카톨릭병원,"강원특별자치도 원주시 남산로 199 (학성동, 원주카톨릭병원)",강원특별자치도 원주시 남산로 199,033-743-5412,,,,,active,current_master,wonju_health_medical_2026,2026,2026-07-15T21:05:51+09:00,2026-07-15T21:05:51+09:00
wonju:13192627,13192627,병원,병원,이석원내과의원,이석원내과의원,"강원특별자치도 원주시 평원로 76, 201호 (평원동)",강원특별자치도 원주시 평원로 76,033-900-5155,0,,,,active,current_master,wonju_health_medical_2026,2026,2026-07-15T21:05:51+09:00,2026-07-15T21:05:52+09:00
wonju:13192628,13192628,병원,병원,서울탑마취통증의학과의원,서울탑마취통증의학과의원,"강원특별자치도 원주시 중앙시장길 32, 1,2층 일부호 (중앙동)","강원특별자치도 원주시 중앙시장길 32, 1",033-813-3800,0,,,,active,current_master,wonju_health_medical_2026,2026,2026-07-15T21:05:51+09:00,2026-07-15T21:05:52+09:00
wonju:13192629,13192629,병원,병원,임연웅신경외과의원,임연웅신경외과의원,"강원특별자치도 원주시 만대공원길 59, 3층 302호 (무실동)",강원특별자치도 원주시 만대공원길 59,033-735-7882,0,,,,active,current_master,wonju_health_medical_2026,2026,2026-07-15T21:05:51+09:00,2026-07-15T21:05:52+09:00
wonju:13192630,13192630,병원,병원,서울성모정신건강의학과의원,서울성모정신건강의학과의원,"강원특별자치도 원주시 만대공원길 59, 3층 303호 (무실동)",강원특별자치도 원주시 만대공원길 59,033-731-3080,0,,,,active,current_master,wonju_health_medical_2026,2026,2026-07-15T21:05:51+09:00,2026-07-15T21:05:52+09:00
wonju:13192631,13192631,병원,병원,21세기본튼튼의원,21세기본튼튼의원,"강원특별자치도 원주시 현충로 11, 2층 201, 202호 (태장동)",강원특별자치도 원주시 현충로 11,033-813-4095,0,,,,active,current_master,wonju_health_medical_2026,2026,2026-07-15T21:05:51+09:00,2026-07-15T21:05:52+09:00
wonju:13192632,13192632,병원,병원,원주스노우의원,원주스노우의원,"강원특별자치도 원주시 능라동길 61, 9층 (무실동)",강원특별자치도 원주시 능라동길 61,033-732-0601,0,,,,active,current_master,wonju_health_medical_2026,2026,2026-07-15T21:05:51+09:00,2026-07-15T21:05:52+09:00
wonju:13192633,13192633,병원,병원,파인땡큐앤드유외과의원,파인땡큐앤드유외과의원,"강원특별자치도 원주시 시청로 98, 4층 (무실동)",강원특별자치도 원주시 시청로 98,033-745-7800,3,,,,active,current_master,wonju_health_medical_2026,2026,2026-07-15T21:05:51+09:00,2026-07-15T21:05:52+09:00
wonju:13192634,13192634,병원,병원,연세오케이정형외과의원,연세오케이정형외과의원,"강원특별자치도 원주시 서원대로 402, 대신프라자 5층 (단구동)","강원특별자치도 원주시 서원대로 402, 대신프라자 5층",033-766-7575,0,,,,active,current_master,wonju_health_medical_2026,2026,2026-07-15T21:05:51+09:00,2026-07-15T21:05:52+09:00
wonju:13192635,13192635,병원,병원,연세임유리내과의원,연세임유리내과의원,"강원특별자치도 원주시 지정면 신지정로 322-1, 6층",강원특별자치도 원주시 지정면 신지정로 322-1,033-901-7582,0,,,,active,current_master,wonju_health_medical_2026,2026,2026-07-15T21:05:51+09:00,2026-07-15T21:05:52+09:00
wonju:13192636,13192636,병원,병원,이상진안과의원,이상진안과의원,강원특별자치도 원주시 북원로 2245 (단계동),강원특별자치도 원주시 북원로 2245,033-743-9344,0,,,,active,current_master,wonju_health_medical_2026,2026,2026-07-15T21:05:51+09:00,2026-07-15T21:05:52+09:00
wonju:13192637,13192637,병원,병원,지성정형외과의원,지성정형외과의원,"강원특별자치도 원주시 문막읍 구암길 9, 스카이블루1 빌딩 1~4층","강원특별자치도 원주시 문막읍 구암길 9, 스카이블루1 빌딩 1~4층",033-734-6700,29,,,,active,current_master,wonju_health_medical_2026,2026,2026-07-15T21:05:51+09:00,2026-07-15T21:05:52+09:00
wonju:13192638,13192638,병원,병원,진제통의원,진제통의원,"강원특별자치도 원주시 양지로 26, 1층 106호 (반곡동)",강원특별자치도 원주시 양지로 26,033-813-0233,5,,,,active,current_master,wonju_health_medical_2026,2026,2026-07-15T21:05:51+09:00,2026-07-15T21:05:52+09:00
wonju:13192639,13192639,병원,병원,연세준재활의학과의원,연세준재활의학과의원,"강원특별자치도 원주시 지정면 신지정로 216, 6,7층","강원특별자치도 원주시 지정면 신지정로 216, 6",033-900-0847,0,,,,active,current_master,wonju_health_medical_2026,2026,2026-07-15T21:05:51+09:00,2026-07-15T21:05:52+09:00
wonju:13192640,13192640,병원,병원,미소마취통증의학과의원,미소마취통증의학과의원,"강원특별자치도 원주시 모란1길 69, 201호 (우산동)",강원특별자치도 원주시 모란1길 69,033-900-7500,0,,,,active,current_master,wonju_health_medical_2026,2026,2026-07-15T21:05:51+09:00,2026-07-15T21:05:52+09:00
wonju:13192641,13192641,병원,병원,연세이명규내과의원,연세이명규내과의원,"강원특별자치도 원주시 치악로 1791, 3층 (개운동)",강원특별자치도 원주시 치악로 1791,033-761-6451,0,,,,active,current_master,wonju_health_medical_2026,2026,2026-07-15T21:05:51+09:00,2026-07-15T21:05:52+09:00
wonju:13192642,13192642,병원,병원,마디세움 정형외과의원,마디세움정형외과의원,"강원특별자치도 원주시 지정면 신지정로 322-1, 센텀뷰 5층","강원특별자치도 원주시 지정면 신지정로 322-1, 센텀뷰 5층",033-901-8275,0,,,,active,current_master,wonju_health_medical_2026,2026,2026-07-15T21:05:51+09:00,2026-07-15T21:05:52+09:00
wonju:13192643,13192643,병원,병원,탑정형외과의원,탑정형외과의원,"강원특별자치도 원주시 봉화로 31, 시재메디타워 (단계동)","강원특별자치도 원주시 봉화로 31, 시재메디타워",1599-7501,16,,,,active,current_master,wonju_health_medical_2026,2026,2026-07-15T21:05:51+09:00,2026-07-15T21:05:52+09:00
wonju:13192644,13192644,병원,병원,소망의원,소망의원,"강원특별자치도 원주시 중앙로 136, 2층 (중앙동)",강원특별자치도 원주시 중앙로 136,033-742-7558,0,,,,active,current_master,wonju_health_medical_2026,2026,2026-07-15T21:05:51+09:00,2026-07-15T21:05:52+09:00
wonju:13192645,13192645,병원,병원,연세지안비뇨의학과의원,연세지안비뇨의학과의원,"강원특별자치도 원주시 능라동길 70, 4층 405,406호 (무실동)",강원특별자치도 원주시 능라동길 70,033-743-7788,2,,,,active,current_master,wonju_health_medical_2026,2026,2026-07-15T21:05:51+09:00,2026-07-15T21:05:52+09:00
wonju:13192646,13192646,병원,병원,온유가정의학과의원,온유가정의학과의원,"강원특별자치도 원주시 지정면 신지정로 216, 402, 403호","강원특별자치도 원주시 지정면 신지정로 216, 402",033-737-6687,0,,,,active,current_master,wonju_health_medical_2026,2026,2026-07-15T21:05:51+09:00,2026-07-15T21:05:52+09:00
wonju:13192647,13192647,병원,병원,서울황내과의원,서울황내과의원,"강원특별자치도 원주시 능라동길 59, 603,604호 (무실동)","강원특별자치도 원주시 능라동길 59, 603",033-813-1314,0,,,,active,current_master,wonju_health_medical_2026,2026,2026-07-15T21:05:51+09:00,2026-07-15T21:05:52+09:00
wonju:13192648,13192648,병원,병원,소초함께의원,소초함께의원,"강원특별자치도 원주시 소초면 송황유사길 3, 1층",강원특별자치도 원주시 소초면 송황유사길 3,033-734-7588,0,,,,active,current_master,wonju_health_medical_2026,2026,2026-07-15T21:05:51+09:00,2026-07-15T21:05:52+09:00
wonju:13192649,13192649,병원,병원,리블룸의원,리블룸의원,"강원특별자치도 원주시 능라동길 61, 207호 (무실동)",강원특별자치도 원주시 능라동길 61,033-901-2050,,,,,active,current_master,wonju_health_medical_2026,2026,2026-07-15T21:05:51+09:00,2026-07-15T21:05:51+09:00
wonju:13192650,13192650,병원,병원,연세늘내과이비인후과의원,연세늘내과이비인후과의원,"강원특별자치도 원주시 능라동길 61, 205,506호 (무실동)","강원특별자치도 원주시 능라동길 61, 205",033-742-5522,1,,,,active,current_master,wonju_health_medical_2026,2026,2026-07-15T21:05:51+09:00,2026-07-15T21:05:52+09:00
wonju:13192651,13192651,병원,병원,도움의원,도움의원,강원특별자치도 원주시 북원로 2634 (태장동),강원특별자치도 원주시 북원로 2634,033-732-0279,27,,,,active,current_master,wonju_health_medical_2026,2026,2026-07-15T21:05:51+09:00,2026-07-15T21:05:52+09:00
wonju:13192652,13192652,병원,병원,마디튼튼마취통증의학과의원,마디튼튼마취통증의학과의원,"강원특별자치도 원주시 능라동길 65, 휴먼타워 201~205호 (무실동)","강원특별자치도 원주시 능라동길 65, 휴먼타워 201~205호",033-747-1188,0,,,,active,current_master,wonju_health_medical_2026,2026,2026-07-15T21:05:51+09:00,2026-07-15T21:05:52+09:00
wonju:13192653,13192653,병원,병원,삼성서울리프앤톡스의원,삼성서울리프앤톡스의원,"강원특별자치도 원주시 혁신로 35, 3층 301~302호 (반곡동)",강원특별자치도 원주시 혁신로 35,033-813-1707,0,,,,active,current_master,wonju_health_medical_2026,2026,2026-07-15T21:05:51+09:00,2026-07-15T21:05:52+09:00
wonju:13192654,13192654,병원,병원,아이편한소아청소년과의원,아이편한소아청소년과의원,"강원특별자치도 원주시 단구로 398, 청솔3차아파트 1층 104호 (단구동)","강원특별자치도 원주시 단구로 398, 청솔3차아파트 1층 104호",033-900-8275,0,,,,active,current_master,wonju_health_medical_2026,2026,2026-07-15T21:05:51+09:00,2026-07-15T21:05:52+09:00
wonju:13192655,13192655,병원,병원,아이튼튼소아청소년과의원,아이튼튼소아청소년과의원,"강원특별자치도 원주시 서원대로 406, 5층 504,505호 (단구동)",강원특별자치도 원주시 서원대로 406,033-761-7585,0,,,,active,current_master,wonju_health_medical_2026,2026,2026-07-15T21:05:51+09:00,2026-07-15T21:05:52+09:00
wonju:13192656,13192656,병원,병원,연세본정형외과마취통증의학과의원,연세본정형외과마취통증의학과의원,"강원특별자치도 원주시 영랑길 14-2, 401.402-2호 (행구동)","강원특별자치도 원주시 영랑길 14-2, 401.402-2호",033-900-7582,0,,,,active,current_master,wonju_health_medical_2026,2026,2026-07-15T21:05:51+09:00,2026-07-15T21:05:52+09:00
wonju:13192657,13192657,병원,병원,연세시원한외과의원,연세시원한외과의원,"강원특별자치도 원주시 능라동길 27, SK타워 404~406호 (무실동)","강원특별자치도 원주시 능라동길 27, SK타워 404~406호",033-904-7575,5,,,,active,current_master,wonju_health_medical_2026,2026,2026-07-15T21:05:51+09:00,2026-07-15T21:05:52+09:00
wonju:13192658,13192658,병원,병원,명성메디칼의원,명성메디칼의원,"강원특별자치도 원주시 현충로 11, 2,3층 (태장동)","강원특별자치도 원주시 현충로 11, 2",033-731-3651,24,,,,active,current_master,wonju_health_medical_2026,2026,2026-07-15T21:05:51+09:00,2026-07-15T21:05:52+09:00
wonju:13192659,13192659,병원,병원,톡스앤필의원 원주점,톡스앤필의원원주점,"강원특별자치도 원주시 서원대로 170, 재영빌딩 4층 (단계동)","강원특별자치도 원주시 서원대로 170, 재영빌딩 4층",033-735-7999,0,,,,active,current_master,wonju_health_medical_2026,2026,2026-07-15T21:05:51+09:00,2026-07-15T21:05:52+09:00
wonju:13192660,13192660,병원,병원,원주시민의원,원주시민의원,"강원특별자치도 원주시 남원로 645, 영광빌딩 2층 (명륜동)","강원특별자치도 원주시 남원로 645, 영광빌딩 2층",033-763-9034,0,,,,active,current_master,wonju_health_medical_2026,2026,2026-07-15T21:05:51+09:00,2026-07-15T21:05:52+09:00
wonju:13192661,13192661,병원,병원,원더스의원,원더스의원,"강원특별자치도 원주시 서원대로 164, 3층 (단계동)",강원특별자치도 원주시 서원대로 164,033-812-2828,0,,,,active,current_master,wonju_health_medical_2026,2026,2026-07-15T21:05:51+09:00,2026-07-15T21:05:52+09:00
wonju:13192662,13192662,병원,병원,블리비의원,블리비의원,"강원특별자치도 원주시 서원대로 396, 스타월드 4층 409호, 410호, 411호, 415호 (단구동)","강원특별자치도 원주시 서원대로 396, 스타월드 4층 409호",1833-9359,0,,,,active,current_master,wonju_health_medical_2026,2026,2026-07-15T21:05:51+09:00,2026-07-15T21:05:52+09:00
wonju:13192663,13192663,병원,병원,원주위대한내과의원,원주위대한내과의원,"강원특별자치도 원주시 능라동길 27, SK타워 504~506호 (무실동)","강원특별자치도 원주시 능라동길 27, SK타워 504~506호",033-742-9669,0,,,,active,current_master,wonju_health_medical_2026,2026,2026-07-15T21:05:51+09:00,2026-07-15T21:05:52+09:00
wonju:13192664,13192664,병원,병원,제로마취통증의학과의원,제로마취통증의학과의원,"강원특별자치도 원주시 서원대로 406, 303,304호 (단구동)","강원특별자치도 원주시 서원대로 406, 303",033-761-8900,0,,,,active,current_master,wonju_health_medical_2026,2026,2026-07-15T21:05:51+09:00,2026-07-15T21:05:52+09:00
wonju:13192665,13192665,병원,병원,김진수프롤로의원,김진수프롤로의원,"강원특별자치도 원주시 북원로 2247, 덕안빌딩 3층 (단계동)","강원특별자치도 원주시 북원로 2247, 덕안빌딩 3층",033-745-0188,0,,,,active,current_master,wonju_health_medical_2026,2026,2026-07-15T21:05:51+09:00,2026-07-15T21:05:52+09:00
wonju:13192666,13192666,병원,병원,숲이비인후과의원,숲이비인후과의원,"강원특별자치도 원주시 서원대로 170, 재영빌딩 3, 5층 (단계동)","강원특별자치도 원주시 서원대로 170, 재영빌딩 3",033-900-1016,0,,,,active,current_master,wonju_health_medical_2026,2026,2026-07-15T21:05:51+09:00,2026-07-15T21:05:52+09:00
wonju:13192667,13192667,병원,병원,이미영샘내과의원,이미영샘내과의원,"강원특별자치도 원주시 영랑길 14-2, 청연재빌딩 2층 (행구동)","강원특별자치도 원주시 영랑길 14-2, 청연재빌딩 2층",033-900-3000,0,,,,active,current_master,wonju_health_medical_2026,2026,2026-07-15T21:05:51+09:00,2026-07-15T21:05:52+09:00
wonju:13192668,13192668,병원,병원,곽엄섭내과의원,곽엄섭내과의원,"강원특별자치도 원주시 현충로 320-1, 2층 (태장동)",강원특별자치도 원주시 현충로 320-1,033-732-8277,0,,,,active,current_master,wonju_health_medical_2026,2026,2026-07-15T21:05:51+09:00,2026-07-15T21:05:52+09:00
wonju:13192669,13192669,병원,병원,드림365소아청소년과의원,드림365소아청소년과의원,"강원특별자치도 원주시 지정면 신지정로 322, 탑프라자 402,403호","강원특별자치도 원주시 지정면 신지정로 322, 탑프라자 402",033-734-3650,0,,,,active,current_master,wonju_health_medical_2026,2026,2026-07-15T21:05:51+09:00,2026-07-15T21:05:52+09:00
wonju:13192670,13192670,병원,병원,키다리소아청소년과의원,키다리소아청소년과의원,"강원특별자치도 원주시 지정면 신지정로 316-1, 302,303호","강원특별자치도 원주시 지정면 신지정로 316-1, 302",033-743-8080,0,,,,active,current_master,wonju_health_medical_2026,2026,2026-07-15T21:05:51+09:00,2026-07-15T21:05:52+09:00
wonju:13192671,13192671,병원,병원,지정내과의원,지정내과의원,"강원특별자치도 원주시 지정면 신지정로 266, 301,302호","강원특별자치도 원주시 지정면 신지정로 266, 301",033-733-2355,0,,,,active,current_master,wonju_health_medical_2026,2026,2026-07-15T21:05:51+09:00,2026-07-15T21:05:52+09:00
wonju:13192672,13192672,병원,병원,기린소아청소년과의원,기린소아청소년과의원,"강원특별자치도 원주시 지정면 신지정로 266, 204호",강원특별자치도 원주시 지정면 신지정로 266,033-734-3132,0,,,,active,current_master,wonju_health_medical_2026,2026,2026-07-15T21:05:51+09:00,2026-07-15T21:05:52+09:00
wonju:13192673,13192673,병원,병원,마음편한정신건강의학과의원,마음편한정신건강의학과의원,"강원특별자치도 원주시 서원대로 406, 503호 (단구동)",강원특별자치도 원주시 서원대로 406,033-766-7675,0,,,의원,active,current_master,wonju_health_medical_2026,2026,2026-07-15T21:05:51+09:00,2026-07-15T21:05:58+09:00
wonju:13192674,13192674,병원,병원,화인가정의원,화인가정의원,"강원특별자치도 원주시 지정면 신지정로 322-1, 303,304호","강원특별자치도 원주시 지정면 신지정로 322-1, 303",033-735-1111,0,,,,active,current_master,wonju_health_medical_2026,2026,2026-07-15T21:05:51+09:00,2026-07-15T21:05:52+09:00
wonju:13192675,13192675,병원,병원,오스정형외과의원,오스정형외과의원,"강원특별자치도 원주시 북원로 2235-4, 1,2층 118호, 201~7호호 (단계동)","강원특별자치도 원주시 북원로 2235-4, 1",033-900-8282,24,,,,active,current_master,wonju_health_medical_2026,2026,2026-07-15T21:05:51+09:00,2026-07-15T21:05:52+09:00
wonju:13192676,13192676,병원,병원,서이비인후과의원,서이비인후과의원,"강원특별자치도 원주시 남원로 671, 3층 (명륜동)",강원특별자치도 원주시 남원로 671,033-764-1525,0,,,,active,current_master,wonju_health_medical_2026,2026,2026-07-15T21:05:51+09:00,2026-07-15T21:05:52+09:00
wonju:13192677,13192677,병원,병원,오드리의원,오드리의원,"강원특별자치도 원주시 능라동길 51, 시네시티타워 3층 302,303,304호 (무실동)","강원특별자치도 원주시 능라동길 51, 시네시티타워 3층 302,303",033-733-3322,0,,,,active,current_master,wonju_health_medical_2026,2026,2026-07-15T21:05:51+09:00,2026-07-15T21:05:52+09:00
wonju:13192678,13192678,병원,병원,속시원한내과의원,속시원한내과의원,"강원특별자치도 원주시 로아노크로 74, 501호, 502호 (무실동)",강원특별자치도 원주시 로아노크로 74,033-743-8275,0,,,,active,current_master,wonju_health_medical_2026,2026,2026-07-15T21:05:51+09:00,2026-07-15T21:05:52+09:00
wonju:13192679,13192679,병원,병원,원주김안과의원,원주김안과의원,"강원특별자치도 원주시 능라동길 70, 3층 306호 (무실동)",강원특별자치도 원주시 능라동길 70,033-747-2300,0,,,,active,current_master,wonju_health_medical_2026,2026,2026-07-15T21:05:51+09:00,2026-07-15T21:05:52+09:00
wonju:13192680,13192680,병원,병원,연세나비이비인후과의원,연세나비이비인후과의원,"강원특별자치도 원주시 지정면 신지정로 316-2, 2층",강원특별자치도 원주시 지정면 신지정로 316-2,033-731-7730,2,,,,active,current_master,wonju_health_medical_2026,2026,2026-07-15T21:05:51+09:00,2026-07-15T21:05:53+09:00
wonju:13192681,13192681,병원,병원,신준현신경과의원,신준현신경과의원,"강원특별자치도 원주시 능라동길 35, 베르뉴시티 3층 301호,302호 (무실동)","강원특별자치도 원주시 능라동길 35, 베르뉴시티 3층 301호",033-735-5254,0,,,,active,current_master,wonju_health_medical_2026,2026,2026-07-15T21:05:51+09:00,2026-07-15T21:05:53+09:00
wonju:13192682,13192682,병원,병원,고려제일의원,고려제일의원,"강원특별자치도 원주시 부론면 법천시장길 52, 2층",강원특별자치도 원주시 부론면 법천시장길 52,033-742-7572,0,,,,active,current_master,wonju_health_medical_2026,2026,2026-07-15T21:05:51+09:00,2026-07-15T21:05:53+09:00
wonju:13192683,13192683,병원,병원,통탈의원,통탈의원,"강원특별자치도 원주시 혁신로 37-2, 중앙타워 4층 (반곡동)","강원특별자치도 원주시 혁신로 37-2, 중앙타워 4층",033-813-3375,18,,,,active,current_master,wonju_health_medical_2026,2026,2026-07-15T21:05:51+09:00,2026-07-15T21:05:53+09:00
wonju:13192684,13192684,병원,병원,하나내과의원,하나내과의원,"강원특별자치도 원주시 치악로 1527, 판부농협하나로마트 2층 (관설동)","강원특별자치도 원주시 치악로 1527, 판부농협하나로마트 2층",033-763-9080,0,,,,active,current_master,wonju_health_medical_2026,2026,2026-07-15T21:05:51+09:00,2026-07-15T21:05:53+09:00
wonju:13192685,13192685,병원,병원,준소아청소년과의원,준소아청소년과의원,"강원특별자치도 원주시 백간길 25, SG프라자 2층 (단계동)","강원특별자치도 원주시 백간길 25, SG프라자 2층",033-744-2119,0,,,,active,current_master,wonju_health_medical_2026,2026,2026-07-15T21:05:51+09:00,2026-07-15T21:05:53+09:00
wonju:13192686,13192686,병원,병원,연세봄이비인후과의원,연세봄이비인후과의원,"강원특별자치도 원주시 영랑길 2, 301호 (행구동)",강원특별자치도 원주시 영랑길 2,033-747-2537,3,,,,active,current_master,wonju_health_medical_2026,2026,2026-07-15T21:05:51+09:00,2026-07-15T21:05:53+09:00
wonju:13192687,13192687,병원,병원,더사랑소아청소년과의원,더사랑소아청소년과의원,"강원특별자치도 원주시 오리현길 16-9, 1층 (반곡동)",강원특별자치도 원주시 오리현길 16-9,033-732-2693,0,,,,active,current_master,wonju_health_medical_2026,2026,2026-07-15T21:05:51+09:00,2026-07-15T21:05:53+09:00
wonju:13192688,13192688,병원,병원,하니유외과의원,하니유외과의원,"강원특별자치도 원주시 영랑길 14-2, 청연재 빌딩 3층 (행구동)","강원특별자치도 원주시 영랑길 14-2, 청연재 빌딩 3층",033-900-6075,2,,,,active,current_master,wonju_health_medical_2026,2026,2026-07-15T21:05:51+09:00,2026-07-15T21:05:53+09:00
wonju:13192689,13192689,병원,병원,우리산부인과의원,우리산부인과의원,"강원특별자치도 원주시 영랑길 14-2, 청연재빌딩 6,7층 (행구동)","강원특별자치도 원주시 영랑길 14-2, 청연재빌딩 6",033-900-5959,10,,,,active,current_master,wonju_health_medical_2026,2026,2026-07-15T21:05:51+09:00,2026-07-15T21:05:53+09:00
wonju:13192690,13192690,병원,병원,편하지의원,편하지의원,"강원특별자치도 원주시 시청로 25, 태성프라자 602~603호 (무실동)","강원특별자치도 원주시 시청로 25, 태성프라자 602~603호",033-813-0777,0,,,,active,current_master,wonju_health_medical_2026,2026,2026-07-15T21:05:51+09:00,2026-07-15T21:05:53+09:00
wonju:13192691,13192691,병원,병원,좋은 마음 정신건강의학과 의원,좋은마음정신건강의학과의원,"강원특별자치도 원주시 서원대로 162, 601호 (단계동)",강원특별자치도 원주시 서원대로 162,033-733-6300,0,,,의원,active,current_master,wonju_health_medical_2026,2026,2026-07-15T21:05:51+09:00,2026-07-15T21:05:58+09:00
wonju:13192692,13192692,병원,병원,박현민성형외과의원,박현민성형외과의원,"강원특별자치도 원주시 서원대로 156, 5층 (단계동)",강원특별자치도 원주시 서원대로 156,033-742-7773,0,,,,active,current_master,wonju_health_medical_2026,2026,2026-07-15T21:05:51+09:00,2026-07-15T21:05:53+09:00
wonju:13192693,13192693,병원,병원,하이맨비뇨기과의원,하이맨비뇨기과의원,강원특별자치도 원주시 봉화로 12 (단계동),강원특별자치도 원주시 봉화로 12,033-733-3744,1,,,,active,current_master,wonju_health_medical_2026,2026,2026-07-15T21:05:51+09:00,2026-07-15T21:05:53+09:00
