institution_id,public_health_id,target_id,canonical_name,institution_type,target_resolution_status,current_status,address,representative_phone,homepage_url,jurisdiction,matched_by,match_confidence,match_evidence,match_source_url,match_evidence_hash,source_url,source_reference,source_updated_at,evidence_hash,source_candidate_id,has_conflict,review_status
public:deac038acdad6485,public_health:9518d7e5ee08bc5d,phc:bi-do,비두보건진료소,public_health_clinic,matched_existing,source_confirmed,원주시 문막읍 귀문로 956 (비두리 1093),,,원주시,name_base_address,1.0000,"{""master_base_address"": ""귀문로956"", ""master_name"": ""비두보건진료소"", ""master_phone"": ""033-732-3507"", ""matching_contact_evidence_hash"": """", ""matching_contact_id"": """", ""matching_contact_source_url"": """", ""source_base_address"": ""귀문로956"", ""source_name"": ""비두보건진료소"", ""source_phones"": [""0337374526""]}",https://www.wonju.go.kr/health/contents.do?key=5155,e7530e904b4177f69a6ceadb62e074a9bd8e9ced06c66c6605b48c14545e18f9,https://www.wonju.go.kr/health/contents.do?key=5155,,2026.03.09,e7530e904b4177f69a6ceadb62e074a9bd8e9ced06c66c6605b48c14545e18f9,00ca5a2e8f55271b6e1a,False,verified
public:265f46739ae16abe,public_health:aa4389277fc3c40f,phc:hakgok,학곡보건진료소,public_health_clinic,matched_existing,source_confirmed,원주시 소초면 구룡사로 5 (학곡리 367-5),,,원주시,name_base_address,1.0000,"{""master_base_address"": ""구룡사로5"", ""master_name"": ""학곡보건진료소"", ""master_phone"": ""033-732-4290"", ""matching_contact_evidence_hash"": """", ""matching_contact_id"": """", ""matching_contact_source_url"": """", ""source_base_address"": ""구룡사로5"", ""source_name"": ""학곡보건진료소"", ""source_phones"": [""0337374521""]}",https://www.wonju.go.kr/health/contents.do?key=5155,df2ece1acf2be18ed65f2af9c1781ee76a54fe133213786c6a4531d486f13f53,https://www.wonju.go.kr/health/contents.do?key=5155,,2026.03.09,df2ece1acf2be18ed65f2af9c1781ee76a54fe133213786c6a4531d486f13f53,f1fd5f0ef45572498cb6,False,verified
public:5223b87fac866af6,public_health:c4eef21d76ba08f8,phc:gosan,고산보건진료소,public_health_clinic,matched_existing,source_confirmed,원주시 호저면 광학로 16 (광격리 819-6),,,원주시,name_base_address,1.0000,"{""master_base_address"": ""광학로16"", ""master_name"": ""고산보건진료소"", ""master_phone"": ""033-732-3818"", ""matching_contact_evidence_hash"": """", ""matching_contact_id"": """", ""matching_contact_source_url"": """", ""source_base_address"": ""광학로16"", ""source_name"": ""고산보건진료소"", ""source_phones"": [""0337374522""]}",https://www.wonju.go.kr/health/contents.do?key=5155,3f2575175cd4447549725b31090214dc7dc0fcb530076ef6de7253aba160a2f9,https://www.wonju.go.kr/health/contents.do?key=5155,,2026.03.09,3f2575175cd4447549725b31090214dc7dc0fcb530076ef6de7253aba160a2f9,eee913937c65bf9eb6cd,False,verified
public:p0:110991d0a71108ed,public_health:110991d0a71108ed,phc:sanhyeon,산현보건진료소,public_health_clinic,created_new,source_confirmed,원주시 호저면 칠봉로 380 (산현리 179-4),,,원주시,official_name_address_created_new,1.0000,"{""evidence_hash"": ""048959f07dc1df22a85fea893a26995e9c596db4d40ba9aa2f7fc00b5d51ed82"", ""official_name"": ""산현보건진료소"", ""source_url"": ""https://www.wonju.go.kr/health/contents.do?key=5155"", ""wonju_address"": ""원주시 호저면 칠봉로 380 (산현리 179-4)""}",https://www.wonju.go.kr/health/contents.do?key=5155,048959f07dc1df22a85fea893a26995e9c596db4d40ba9aa2f7fc00b5d51ed82,https://www.wonju.go.kr/health/contents.do?key=5155,,2026.03.09,048959f07dc1df22a85fea893a26995e9c596db4d40ba9aa2f7fc00b5d51ed82,37e60804062255ed5633,False,verified
public:824c56bcb6d1960f,public_health:2b27394b746c8f74,phc:pandae,판대보건진료소,public_health_clinic,matched_existing,source_confirmed,원주시 지정면 장지길 2 (판대리 169-1),,,원주시,name_base_address,1.0000,"{""master_base_address"": ""장지길2"", ""master_name"": ""판대보건진료소"", ""master_phone"": ""033-732-5731"", ""matching_contact_evidence_hash"": """", ""matching_contact_id"": """", ""matching_contact_source_url"": """", ""source_base_address"": ""장지길2"", ""source_name"": ""판대보건진료소"", ""source_phones"": [""0337374528""]}",https://www.wonju.go.kr/health/contents.do?key=5155,a5126b95d5a920694fa66cbfc0f9df5dd36504fe1bcd9c851f15771a9ff3a6f9,https://www.wonju.go.kr/health/contents.do?key=5155,,2026.03.09,a5126b95d5a920694fa66cbfc0f9df5dd36504fe1bcd9c851f15771a9ff3a6f9,58ac4c548135eaacad50,False,verified
public:25f21278d23c6b7d,public_health:491989c6474cc1f2,phc:dangang,단강보건진료소,public_health_clinic,matched_existing,source_confirmed,원주시 부론면 부귀로 753 (단강리 1382-2),,,원주시,name_base_address,1.0000,"{""master_base_address"": ""부귀로753"", ""master_name"": ""단강보건진료소"", ""master_phone"": ""033-764-9043"", ""matching_contact_evidence_hash"": """", ""matching_contact_id"": """", ""matching_contact_source_url"": """", ""source_base_address"": ""부귀로753"", ""source_name"": ""단강보건진료소"", ""source_phones"": [""0337374525""]}",https://www.wonju.go.kr/health/contents.do?key=5155,5d943f493fce41fe3f6c299576dd59c8706d1b35dadc3fca2dd2cc22e4a8e200,https://www.wonju.go.kr/health/contents.do?key=5155,,2026.03.09,5d943f493fce41fe3f6c299576dd59c8706d1b35dadc3fca2dd2cc22e4a8e200,abf448829ad60f803c18,False,verified
public:6be7a95483830a6b,public_health:1edc176e6277e4a0,phc:saje,사제보건진료소,public_health_clinic,matched_existing,source_confirmed,원주시 흥업면 사제로 424 (사제리 495-1),,,원주시,name_base_address,1.0000,"{""master_base_address"": ""사제로424"", ""master_name"": ""사제보건진료소"", ""master_phone"": ""033-763-5661"", ""matching_contact_evidence_hash"": """", ""matching_contact_id"": """", ""matching_contact_source_url"": """", ""source_base_address"": ""사제로424"", ""source_name"": ""사제보건진료소"", ""source_phones"": [""0337374524""]}",https://www.wonju.go.kr/health/contents.do?key=5155,ca8f8da6f7850480013cec911b627854cc25b1c16f82ceffb145564e8bb8de66,https://www.wonju.go.kr/health/contents.do?key=5155,,2026.03.09,ca8f8da6f7850480013cec911b627854cc25b1c16f82ceffb145564e8bb8de66,e4a616eb550c81004236,False,verified
public:3fb4371ac44e2666,public_health:f26c8aeff7ed0838,phc:hwangdun,황둔보건진료소,public_health_clinic,matched_existing,source_confirmed,원주시 신림면 신림황둔로 1213 (황둔리 334-1),,,원주시,name_base_address,1.0000,"{""master_base_address"": ""신림황둔로1213"", ""master_name"": ""황둔보건진료소"", ""master_phone"": ""033-761-2188"", ""matching_contact_evidence_hash"": """", ""matching_contact_id"": """", ""matching_contact_source_url"": """", ""source_base_address"": ""신림황둔로1213"", ""source_name"": ""황둔보건진료소"", ""source_phones"": [""0337374527""]}",https://www.wonju.go.kr/health/contents.do?key=5155,8eb43fb26846923af06ec2224310383f28ae0cc9007d76a4079ac5bd296ae758,https://www.wonju.go.kr/health/contents.do?key=5155,,2026.03.09,8eb43fb26846923af06ec2224310383f28ae0cc9007d76a4079ac5bd296ae758,80aebe3ed4909e6cb3be,False,verified
public:p0:5806f0e0ec6a5bbf,public_health:5806f0e0ec6a5bbf,hls:namwonju,남원주건강생활지원센터,health_life_support_center,created_new,source_confirmed,강원특별자치도 원주시 단관공원길 86,,,원주시,official_name_address_created_new,1.0000,"{""evidence_hash"": ""a767413b745dccd4d498d243a58e464e90b9558271e8da2e27b864656cea729b"", ""official_name"": ""남원주건강생활지원센터"", ""source_url"": ""https://www.wonju.go.kr/health/contents.do?key=3745"", ""wonju_address"": ""강원특별자치도 원주시 단관공원길 86""}",https://www.wonju.go.kr/health/contents.do?key=3745,a767413b745dccd4d498d243a58e464e90b9558271e8da2e27b864656cea729b,https://www.wonju.go.kr/health/contents.do?key=3745,,2026.02.26,a767413b745dccd4d498d243a58e464e90b9558271e8da2e27b864656cea729b,e21905126d99cc1aecea,False,verified
public:p0:b9c5349b1a66315c,public_health:b9c5349b1a66315c,hls:namwonju-annex,남원주건강생활지원센터 혁신분소,health_life_support_center,created_new,source_confirmed,강원특별자치도 원주시 건강로 73,,,원주시,official_name_address_created_new,1.0000,"{""evidence_hash"": ""1db1e3f88a6864938c41ed6dc000db54a3941c390586641382058a82396964de"", ""official_name"": ""남원주건강생활지원센터 혁신분소"", ""source_url"": ""https://www.wonju.go.kr/health/contents.do?key=3745"", ""wonju_address"": ""강원특별자치도 원주시 건강로 73""}",https://www.wonju.go.kr/health/contents.do?key=3745,1db1e3f88a6864938c41ed6dc000db54a3941c390586641382058a82396964de,https://www.wonju.go.kr/health/contents.do?key=3745,,2026.02.26,1db1e3f88a6864938c41ed6dc000db54a3941c390586641382058a82396964de,e2b729ddf405c49772d8,False,verified
public:p0:d1a1681a17ef4e55,public_health:d1a1681a17ef4e55,hls:seowonju,서원주건강생활지원센터,health_life_support_center,created_new,source_confirmed,강원특별자치도 원주시 지정면 가곡로 75-2,,,원주시,official_name_address_created_new,1.0000,"{""evidence_hash"": ""bc708fd1e08efd3019242f622b364dc2ebfb0d3016e68ff37deab6c665ce95de"", ""official_name"": ""서원주건강생활지원센터"", ""source_url"": ""https://www.wonju.go.kr/health/contents.do?key=5551"", ""wonju_address"": ""강원특별자치도 원주시 지정면 가곡로 75-2""}",https://www.wonju.go.kr/health/contents.do?key=5551,bc708fd1e08efd3019242f622b364dc2ebfb0d3016e68ff37deab6c665ce95de,https://www.wonju.go.kr/health/contents.do?key=5551,,2026.02.26,bc708fd1e08efd3019242f622b364dc2ebfb0d3016e68ff37deab6c665ce95de,0e70ee619398c0e9620c,False,verified
public:2ccd4b4d5f184c56,public_health:a7d2ef4e0e47597f,mh:wonju,원주시정신건강복지센터,mental_health_welfare_center,matched_existing,source_confirmed,원주시 원일로 139 4층,033-746-0199,https://loveme.yonsei.kr/,원주시,name_base_address,1.0000,"{""master_base_address"": ""원일로139"", ""master_name"": ""원주시정신건강복지센터"", ""master_phone"": ""033-746-0199"", ""matching_contact_evidence_hash"": """", ""matching_contact_id"": """", ""matching_contact_source_url"": """", ""source_base_address"": ""원일로139"", ""source_name"": ""원주시정신건강복지센터"", ""source_phones"": [""0337460199""]}",https://www.wonju.go.kr/health/contents.do?key=6230,84ceaf4e91f3108747875a75e3505aa827c54673cb1be54bd3745c13dc92c942,https://www.wonju.go.kr/health/contents.do?key=6230,,2026.01.09,84ceaf4e91f3108747875a75e3505aa827c54673cb1be54bd3745c13dc92c942,6cc835bb12191cb2b662,False,verified
public:c9fd2c3fa79e41ef,public_health:5d11f32b5b97b0cd,mh:addiction,원주시중독관리통합지원센터,addiction_management_center,matched_existing,source_confirmed,원주시 원일로 139 지하 1층,,http://www.alja.or.kr/,원주시,name_base_address,1.0000,"{""master_base_address"": ""원일로139"", ""master_name"": ""원주시중독관리통합지원센터"", ""master_phone"": ""033-748-5119"", ""matching_contact_evidence_hash"": """", ""matching_contact_id"": """", ""matching_contact_source_url"": """", ""source_base_address"": ""원일로139"", ""source_name"": ""원주시중독관리통합지원센터"", ""source_phones"": []}",https://www.wonju.go.kr/health/contents.do?key=1671,8da02ac32fb0c95773f76386abf6e8bdfdb0d357587bade10460866bbafe220f,https://www.wonju.go.kr/health/contents.do?key=1671,,2026.01.09,8da02ac32fb0c95773f76386abf6e8bdfdb0d357587bade10460866bbafe220f,95f1edf0047ad2d171c0,False,verified
public:p0:e30af8d4e37b4656,public_health:e30af8d4e37b4656,mh:dementia,원주시치매안심센터,dementia_safety_center,created_new,source_confirmed,"강원특별자치도 원주시 지니기길 11-20 (무실동, 치매안심센터)",033-737-4542,https://wonju.nid.or.kr/,원주시,official_name_address_created_new,1.0000,"{""evidence_hash"": ""adb7eb2a103b49093c0f580746135cdc2094c300a32a19f738d273fa9d6ac140"", ""official_name"": ""원주시치매안심센터"", ""source_url"": ""https://wonju.nid.or.kr/center/map.aspx"", ""wonju_address"": ""강원특별자치도 원주시 지니기길 11-20 (무실동, 치매안심센터)""}",https://wonju.nid.or.kr/center/map.aspx,adb7eb2a103b49093c0f580746135cdc2094c300a32a19f738d273fa9d6ac140,https://wonju.nid.or.kr/center/map.aspx,,,adb7eb2a103b49093c0f580746135cdc2094c300a32a19f738d273fa9d6ac140,7a0029fc12810b2dd9df,False,verified
public:c8ed3721eb29eca1,public_health:e3420dd3104e4657,mh:byeoljari,별자리,mental_rehabilitation_facility,matched_existing,operating_confirmed,,,,원주시,curated_existing_master_resolution,historical_identity_only,"{""imported_at"": ""2026-07-15T23:14:45+09:00"", ""institution_id"": ""public:c8ed3721eb29eca1"", ""match_confidence"": ""1.0000"", ""matched_by"": ""review_decision_new"", ""source_address"": ""강원도 원주시 소초면 둔둔로 217-19"", ""source_category"": ""정신재활시설(생활)"", ""source_dataset"": ""mental_2022-08-13"", ""source_filename"": ""강원도 원주시_정신건강증진시설 및 요양병원 현황_20220813.csv"", ""source_name"": ""별자리"", ""source_phone"": ""033-747-1127"", ""source_reference_date"": ""2022-08-13"", ""source_row_number"": ""24""}",,c0af17fcffc99059dd72af65ea3142c38d77f7eff56589ef4d3d7b54eb3c22d2,,config/p0_data_03_resolution_decisions.csv,2022-08-13,c70207507d197e7b3892660af11125f49fed59ec3f8bd83b7e9b3c06ff06c010,,False,verified
