source,source_id,number_raw,category_raw,name_raw,address_raw,phone_raw,detail_url,map_action_raw,page,row_index,source_url,http_method,collected_at
wonju_health_medical_institution,13192606,11,병원,영광병원,"강원특별자치도 원주시 오리현길 236 (행구동, 영광재활의학과병원)",033-746-4100,https://www.wonju.go.kr/health/viewTnResrceDataPA.do?resrceNo=13192606&sc1=10&si1=27&cpn=2&key=1787&from=,"href=#n | onclick=javascript:fn_setAddressToMapPosition('강원특별자치도 원주시 오리현길 236 (행구동, 영광재활의학과병원)','영광병원');",2,1,https://www.wonju.go.kr/health/selectResrceListPA3.do?key=1787&sc1=10&si1=27&cpn=2,GET,2026-07-15T22:55:11+09:00
wonju_health_medical_institution,13192607,12,병원,센트럴병원,"강원특별자치도 원주시 백간길 95, 센트럴병원 (단계동)",033-742-9371,https://www.wonju.go.kr/health/viewTnResrceDataPA.do?resrceNo=13192607&sc1=10&si1=27&cpn=2&key=1787&from=,"href=#n | onclick=javascript:fn_setAddressToMapPosition('강원특별자치도 원주시 백간길 95, 센트럴병원 (단계동)','센트럴병원');",2,2,https://www.wonju.go.kr/health/selectResrceListPA3.do?key=1787&sc1=10&si1=27&cpn=2,GET,2026-07-15T22:55:11+09:00
wonju_health_medical_institution,13192608,13,병원,원주성모병원,강원특별자치도 원주시 소초면 치악로 2473,033-741-5000,https://www.wonju.go.kr/health/viewTnResrceDataPA.do?resrceNo=13192608&sc1=10&si1=27&cpn=2&key=1787&from=,"href=#n | onclick=javascript:fn_setAddressToMapPosition('강원특별자치도 원주시 소초면 치악로 2473','원주성모병원');",2,3,https://www.wonju.go.kr/health/selectResrceListPA3.do?key=1787&sc1=10&si1=27&cpn=2,GET,2026-07-15T22:55:11+09:00
wonju_health_medical_institution,13192609,14,병원,정병원,강원특별자치도 원주시 원문로 141 (단계동),033-733-9988,https://www.wonju.go.kr/health/viewTnResrceDataPA.do?resrceNo=13192609&sc1=10&si1=27&cpn=2&key=1787&from=,"href=#n | onclick=javascript:fn_setAddressToMapPosition('강원특별자치도 원주시 원문로 141 (단계동)','정병원');",2,4,https://www.wonju.go.kr/health/selectResrceListPA3.do?key=1787&sc1=10&si1=27&cpn=2,GET,2026-07-15T22:55:11+09:00
wonju_health_medical_institution,13192610,15,병원,현대중앙병원,강원특별자치도 원주시 상지대길 23 (우산동),033-747-1199,https://www.wonju.go.kr/health/viewTnResrceDataPA.do?resrceNo=13192610&sc1=10&si1=27&cpn=2&key=1787&from=,"href=#n | onclick=javascript:fn_setAddressToMapPosition('강원특별자치도 원주시 상지대길 23 (우산동)','현대중앙병원');",2,5,https://www.wonju.go.kr/health/selectResrceListPA3.do?key=1787&sc1=10&si1=27&cpn=2,GET,2026-07-15T22:55:11+09:00
wonju_health_medical_institution,13192611,16,병원,원주우리병원,강원특별자치도 원주시 북원로 2572 (우산동),033-743-9801,https://www.wonju.go.kr/health/viewTnResrceDataPA.do?resrceNo=13192611&sc1=10&si1=27&cpn=2&key=1787&from=,"href=#n | onclick=javascript:fn_setAddressToMapPosition('강원특별자치도 원주시 북원로 2572 (우산동)','원주우리병원');",2,6,https://www.wonju.go.kr/health/selectResrceListPA3.do?key=1787&sc1=10&si1=27&cpn=2,GET,2026-07-15T22:55:11+09:00
wonju_health_medical_institution,13192612,17,병원,의료법인성지의료재단성지병원,강원특별자치도 원주시 원일로 22 (인동),033-760-3101,https://www.wonju.go.kr/health/viewTnResrceDataPA.do?resrceNo=13192612&sc1=10&si1=27&cpn=2&key=1787&from=,"href=#n | onclick=javascript:fn_setAddressToMapPosition('강원특별자치도 원주시 원일로 22 (인동)','의료법인성지의료재단성지병원');",2,7,https://www.wonju.go.kr/health/selectResrceListPA3.do?key=1787&sc1=10&si1=27&cpn=2,GET,2026-07-15T22:55:11+09:00
wonju_health_medical_institution,13192613,18,병원,원주카톨릭병원,"강원특별자치도 원주시 남산로 199 (학성동, 원주카톨릭병원)",033-743-5412,https://www.wonju.go.kr/health/viewTnResrceDataPA.do?resrceNo=13192613&sc1=10&si1=27&cpn=2&key=1787&from=,"href=#n | onclick=javascript:fn_setAddressToMapPosition('강원특별자치도 원주시 남산로 199 (학성동, 원주카톨릭병원)','원주카톨릭병원');",2,8,https://www.wonju.go.kr/health/selectResrceListPA3.do?key=1787&sc1=10&si1=27&cpn=2,GET,2026-07-15T22:55:11+09:00
wonju_health_medical_institution,13192627,19,병원,이석원내과의원,"강원특별자치도 원주시 평원로 76, 201호 (평원동)",033-900-5155,https://www.wonju.go.kr/health/viewTnResrceDataPA.do?resrceNo=13192627&sc1=10&si1=27&cpn=2&key=1787&from=,"href=#n | onclick=javascript:fn_setAddressToMapPosition('강원특별자치도 원주시 평원로 76, 201호 (평원동)','이석원내과의원');",2,9,https://www.wonju.go.kr/health/selectResrceListPA3.do?key=1787&sc1=10&si1=27&cpn=2,GET,2026-07-15T22:55:11+09:00
wonju_health_medical_institution,13192628,20,병원,서울탑마취통증의학과의원,"강원특별자치도 원주시 중앙시장길 32, 1,2층 일부호 (중앙동)",033-813-3800,https://www.wonju.go.kr/health/viewTnResrceDataPA.do?resrceNo=13192628&sc1=10&si1=27&cpn=2&key=1787&from=,"href=#n | onclick=javascript:fn_setAddressToMapPosition('강원특별자치도 원주시 중앙시장길 32, 1,2층 일부호 (중앙동)','서울탑마취통증의학과의원');",2,10,https://www.wonju.go.kr/health/selectResrceListPA3.do?key=1787&sc1=10&si1=27&cpn=2,GET,2026-07-15T22:55:11+09:00
wonju_health_medical_institution,13192629,21,병원,임연웅신경외과의원,"강원특별자치도 원주시 만대공원길 59, 3층 302호 (무실동)",033-735-7882,https://www.wonju.go.kr/health/viewTnResrceDataPA.do?resrceNo=13192629&sc1=10&si1=27&cpn=3&key=1787&from=,"href=#n | onclick=javascript:fn_setAddressToMapPosition('강원특별자치도 원주시 만대공원길 59, 3층 302호 (무실동)','임연웅신경외과의원');",3,1,https://www.wonju.go.kr/health/selectResrceListPA3.do?key=1787&sc1=10&si1=27&cpn=3,GET,2026-07-15T22:55:11+09:00
wonju_health_medical_institution,13192630,22,병원,서울성모정신건강의학과의원,"강원특별자치도 원주시 만대공원길 59, 3층 303호 (무실동)",033-731-3080,https://www.wonju.go.kr/health/viewTnResrceDataPA.do?resrceNo=13192630&sc1=10&si1=27&cpn=3&key=1787&from=,"href=#n | onclick=javascript:fn_setAddressToMapPosition('강원특별자치도 원주시 만대공원길 59, 3층 303호 (무실동)','서울성모정신건강의학과의원');",3,2,https://www.wonju.go.kr/health/selectResrceListPA3.do?key=1787&sc1=10&si1=27&cpn=3,GET,2026-07-15T22:55:11+09:00
wonju_health_medical_institution,13192631,23,병원,21세기본튼튼의원,"강원특별자치도 원주시 현충로 11, 2층 201, 202호 (태장동)",033-813-4095,https://www.wonju.go.kr/health/viewTnResrceDataPA.do?resrceNo=13192631&sc1=10&si1=27&cpn=3&key=1787&from=,"href=#n | onclick=javascript:fn_setAddressToMapPosition('강원특별자치도 원주시 현충로 11, 2층 201, 202호 (태장동)','21세기본튼튼의원');",3,3,https://www.wonju.go.kr/health/selectResrceListPA3.do?key=1787&sc1=10&si1=27&cpn=3,GET,2026-07-15T22:55:11+09:00
wonju_health_medical_institution,13192632,24,병원,원주스노우의원,"강원특별자치도 원주시 능라동길 61, 9층 (무실동)",033-732-0601,https://www.wonju.go.kr/health/viewTnResrceDataPA.do?resrceNo=13192632&sc1=10&si1=27&cpn=3&key=1787&from=,"href=#n | onclick=javascript:fn_setAddressToMapPosition('강원특별자치도 원주시 능라동길 61, 9층 (무실동)','원주스노우의원');",3,4,https://www.wonju.go.kr/health/selectResrceListPA3.do?key=1787&sc1=10&si1=27&cpn=3,GET,2026-07-15T22:55:11+09:00
wonju_health_medical_institution,13192633,25,병원,파인땡큐앤드유외과의원,"강원특별자치도 원주시 시청로 98, 4층 (무실동)",033-745-7800,https://www.wonju.go.kr/health/viewTnResrceDataPA.do?resrceNo=13192633&sc1=10&si1=27&cpn=3&key=1787&from=,"href=#n | onclick=javascript:fn_setAddressToMapPosition('강원특별자치도 원주시 시청로 98, 4층 (무실동)','파인땡큐앤드유외과의원');",3,5,https://www.wonju.go.kr/health/selectResrceListPA3.do?key=1787&sc1=10&si1=27&cpn=3,GET,2026-07-15T22:55:11+09:00
wonju_health_medical_institution,13192634,26,병원,연세오케이정형외과의원,"강원특별자치도 원주시 서원대로 402, 대신프라자 5층 (단구동)",033-766-7575,https://www.wonju.go.kr/health/viewTnResrceDataPA.do?resrceNo=13192634&sc1=10&si1=27&cpn=3&key=1787&from=,"href=#n | onclick=javascript:fn_setAddressToMapPosition('강원특별자치도 원주시 서원대로 402, 대신프라자 5층 (단구동)','연세오케이정형외과의원');",3,6,https://www.wonju.go.kr/health/selectResrceListPA3.do?key=1787&sc1=10&si1=27&cpn=3,GET,2026-07-15T22:55:11+09:00
wonju_health_medical_institution,13192635,27,병원,연세임유리내과의원,"강원특별자치도 원주시 지정면 신지정로 322-1, 6층",033-901-7582,https://www.wonju.go.kr/health/viewTnResrceDataPA.do?resrceNo=13192635&sc1=10&si1=27&cpn=3&key=1787&from=,"href=#n | onclick=javascript:fn_setAddressToMapPosition('강원특별자치도 원주시 지정면 신지정로 322-1, 6층','연세임유리내과의원');",3,7,https://www.wonju.go.kr/health/selectResrceListPA3.do?key=1787&sc1=10&si1=27&cpn=3,GET,2026-07-15T22:55:11+09:00
wonju_health_medical_institution,13192636,28,병원,이상진안과의원,강원특별자치도 원주시 북원로 2245 (단계동),033-743-9344,https://www.wonju.go.kr/health/viewTnResrceDataPA.do?resrceNo=13192636&sc1=10&si1=27&cpn=3&key=1787&from=,"href=#n | onclick=javascript:fn_setAddressToMapPosition('강원특별자치도 원주시 북원로 2245 (단계동)','이상진안과의원');",3,8,https://www.wonju.go.kr/health/selectResrceListPA3.do?key=1787&sc1=10&si1=27&cpn=3,GET,2026-07-15T22:55:11+09:00
wonju_health_medical_institution,13192637,29,병원,지성정형외과의원,"강원특별자치도 원주시 문막읍 구암길 9, 스카이블루1 빌딩 1~4층",033-734-6700,https://www.wonju.go.kr/health/viewTnResrceDataPA.do?resrceNo=13192637&sc1=10&si1=27&cpn=3&key=1787&from=,"href=#n | onclick=javascript:fn_setAddressToMapPosition('강원특별자치도 원주시 문막읍 구암길 9, 스카이블루1 빌딩 1~4층','지성정형외과의원');",3,9,https://www.wonju.go.kr/health/selectResrceListPA3.do?key=1787&sc1=10&si1=27&cpn=3,GET,2026-07-15T22:55:11+09:00
wonju_health_medical_institution,13192638,30,병원,진제통의원,"강원특별자치도 원주시 양지로 26, 1층 106호 (반곡동)",033-813-0233,https://www.wonju.go.kr/health/viewTnResrceDataPA.do?resrceNo=13192638&sc1=10&si1=27&cpn=3&key=1787&from=,"href=#n | onclick=javascript:fn_setAddressToMapPosition('강원특별자치도 원주시 양지로 26, 1층 106호 (반곡동)','진제통의원');",3,10,https://www.wonju.go.kr/health/selectResrceListPA3.do?key=1787&sc1=10&si1=27&cpn=3,GET,2026-07-15T22:55:11+09:00
wonju_health_medical_institution,13192639,31,병원,연세준재활의학과의원,"강원특별자치도 원주시 지정면 신지정로 216, 6,7층",033-900-0847,https://www.wonju.go.kr/health/viewTnResrceDataPA.do?resrceNo=13192639&sc1=10&si1=27&cpn=4&key=1787&from=,"href=#n | onclick=javascript:fn_setAddressToMapPosition('강원특별자치도 원주시 지정면 신지정로 216, 6,7층','연세준재활의학과의원');",4,1,https://www.wonju.go.kr/health/selectResrceListPA3.do?key=1787&sc1=10&si1=27&cpn=4,GET,2026-07-15T22:55:11+09:00
wonju_health_medical_institution,13192640,32,병원,미소마취통증의학과의원,"강원특별자치도 원주시 모란1길 69, 201호 (우산동)",033-900-7500,https://www.wonju.go.kr/health/viewTnResrceDataPA.do?resrceNo=13192640&sc1=10&si1=27&cpn=4&key=1787&from=,"href=#n | onclick=javascript:fn_setAddressToMapPosition('강원특별자치도 원주시 모란1길 69, 201호 (우산동)','미소마취통증의학과의원');",4,2,https://www.wonju.go.kr/health/selectResrceListPA3.do?key=1787&sc1=10&si1=27&cpn=4,GET,2026-07-15T22:55:11+09:00
wonju_health_medical_institution,13192641,33,병원,연세이명규내과의원,"강원특별자치도 원주시 치악로 1791, 3층 (개운동)",033-761-6451,https://www.wonju.go.kr/health/viewTnResrceDataPA.do?resrceNo=13192641&sc1=10&si1=27&cpn=4&key=1787&from=,"href=#n | onclick=javascript:fn_setAddressToMapPosition('강원특별자치도 원주시 치악로 1791, 3층 (개운동)','연세이명규내과의원');",4,3,https://www.wonju.go.kr/health/selectResrceListPA3.do?key=1787&sc1=10&si1=27&cpn=4,GET,2026-07-15T22:55:11+09:00
wonju_health_medical_institution,13192642,34,병원,마디세움 정형외과의원,"강원특별자치도 원주시 지정면 신지정로 322-1, 센텀뷰 5층",033-901-8275,https://www.wonju.go.kr/health/viewTnResrceDataPA.do?resrceNo=13192642&sc1=10&si1=27&cpn=4&key=1787&from=,"href=#n | onclick=javascript:fn_setAddressToMapPosition('강원특별자치도 원주시 지정면 신지정로 322-1, 센텀뷰 5층','마디세움 정형외과의원');",4,4,https://www.wonju.go.kr/health/selectResrceListPA3.do?key=1787&sc1=10&si1=27&cpn=4,GET,2026-07-15T22:55:11+09:00
wonju_health_medical_institution,13192643,35,병원,탑정형외과의원,"강원특별자치도 원주시 봉화로 31, 시재메디타워 (단계동)",1599-7501,https://www.wonju.go.kr/health/viewTnResrceDataPA.do?resrceNo=13192643&sc1=10&si1=27&cpn=4&key=1787&from=,"href=#n | onclick=javascript:fn_setAddressToMapPosition('강원특별자치도 원주시 봉화로 31, 시재메디타워 (단계동)','탑정형외과의원');",4,5,https://www.wonju.go.kr/health/selectResrceListPA3.do?key=1787&sc1=10&si1=27&cpn=4,GET,2026-07-15T22:55:11+09:00
wonju_health_medical_institution,13192644,36,병원,소망의원,"강원특별자치도 원주시 중앙로 136, 2층 (중앙동)",033-742-7558,https://www.wonju.go.kr/health/viewTnResrceDataPA.do?resrceNo=13192644&sc1=10&si1=27&cpn=4&key=1787&from=,"href=#n | onclick=javascript:fn_setAddressToMapPosition('강원특별자치도 원주시 중앙로 136, 2층 (중앙동)','소망의원');",4,6,https://www.wonju.go.kr/health/selectResrceListPA3.do?key=1787&sc1=10&si1=27&cpn=4,GET,2026-07-15T22:55:11+09:00
wonju_health_medical_institution,13192645,37,병원,연세지안비뇨의학과의원,"강원특별자치도 원주시 능라동길 70, 4층 405,406호 (무실동)",033-743-7788,https://www.wonju.go.kr/health/viewTnResrceDataPA.do?resrceNo=13192645&sc1=10&si1=27&cpn=4&key=1787&from=,"href=#n | onclick=javascript:fn_setAddressToMapPosition('강원특별자치도 원주시 능라동길 70, 4층 405,406호 (무실동)','연세지안비뇨의학과의원');",4,7,https://www.wonju.go.kr/health/selectResrceListPA3.do?key=1787&sc1=10&si1=27&cpn=4,GET,2026-07-15T22:55:11+09:00
wonju_health_medical_institution,13192646,38,병원,온유가정의학과의원,"강원특별자치도 원주시 지정면 신지정로 216, 402, 403호",033-737-6687,https://www.wonju.go.kr/health/viewTnResrceDataPA.do?resrceNo=13192646&sc1=10&si1=27&cpn=4&key=1787&from=,"href=#n | onclick=javascript:fn_setAddressToMapPosition('강원특별자치도 원주시 지정면 신지정로 216, 402, 403호','온유가정의학과의원');",4,8,https://www.wonju.go.kr/health/selectResrceListPA3.do?key=1787&sc1=10&si1=27&cpn=4,GET,2026-07-15T22:55:11+09:00
wonju_health_medical_institution,13192647,39,병원,서울황내과의원,"강원특별자치도 원주시 능라동길 59, 603,604호 (무실동)",033-813-1314,https://www.wonju.go.kr/health/viewTnResrceDataPA.do?resrceNo=13192647&sc1=10&si1=27&cpn=4&key=1787&from=,"href=#n | onclick=javascript:fn_setAddressToMapPosition('강원특별자치도 원주시 능라동길 59, 603,604호 (무실동)','서울황내과의원');",4,9,https://www.wonju.go.kr/health/selectResrceListPA3.do?key=1787&sc1=10&si1=27&cpn=4,GET,2026-07-15T22:55:11+09:00
wonju_health_medical_institution,13192648,40,병원,소초함께의원,"강원특별자치도 원주시 소초면 송황유사길 3, 1층",033-734-7588,https://www.wonju.go.kr/health/viewTnResrceDataPA.do?resrceNo=13192648&sc1=10&si1=27&cpn=4&key=1787&from=,"href=#n | onclick=javascript:fn_setAddressToMapPosition('강원특별자치도 원주시 소초면 송황유사길 3, 1층','소초함께의원');",4,10,https://www.wonju.go.kr/health/selectResrceListPA3.do?key=1787&sc1=10&si1=27&cpn=4,GET,2026-07-15T22:55:11+09:00
wonju_health_medical_institution,13192649,41,병원,리블룸의원,"강원특별자치도 원주시 능라동길 61, 207호 (무실동)",033-901-2050,https://www.wonju.go.kr/health/viewTnResrceDataPA.do?resrceNo=13192649&sc1=10&si1=27&cpn=5&key=1787&from=,"href=#n | onclick=javascript:fn_setAddressToMapPosition('강원특별자치도 원주시 능라동길 61, 207호 (무실동)','리블룸의원');",5,1,https://www.wonju.go.kr/health/selectResrceListPA3.do?key=1787&sc1=10&si1=27&cpn=5,GET,2026-07-15T22:55:11+09:00
wonju_health_medical_institution,13192650,42,병원,연세늘내과이비인후과의원,"강원특별자치도 원주시 능라동길 61, 205,506호 (무실동)",033-742-5522,https://www.wonju.go.kr/health/viewTnResrceDataPA.do?resrceNo=13192650&sc1=10&si1=27&cpn=5&key=1787&from=,"href=#n | onclick=javascript:fn_setAddressToMapPosition('강원특별자치도 원주시 능라동길 61, 205,506호 (무실동)','연세늘내과이비인후과의원');",5,2,https://www.wonju.go.kr/health/selectResrceListPA3.do?key=1787&sc1=10&si1=27&cpn=5,GET,2026-07-15T22:55:11+09:00
wonju_health_medical_institution,13192651,43,병원,도움의원,강원특별자치도 원주시 북원로 2634 (태장동),033-732-0279,https://www.wonju.go.kr/health/viewTnResrceDataPA.do?resrceNo=13192651&sc1=10&si1=27&cpn=5&key=1787&from=,"href=#n | onclick=javascript:fn_setAddressToMapPosition('강원특별자치도 원주시 북원로 2634 (태장동)','도움의원');",5,3,https://www.wonju.go.kr/health/selectResrceListPA3.do?key=1787&sc1=10&si1=27&cpn=5,GET,2026-07-15T22:55:11+09:00
wonju_health_medical_institution,13192652,44,병원,마디튼튼마취통증의학과의원,"강원특별자치도 원주시 능라동길 65, 휴먼타워 201~205호 (무실동)",033-747-1188,https://www.wonju.go.kr/health/viewTnResrceDataPA.do?resrceNo=13192652&sc1=10&si1=27&cpn=5&key=1787&from=,"href=#n | onclick=javascript:fn_setAddressToMapPosition('강원특별자치도 원주시 능라동길 65, 휴먼타워 201~205호 (무실동)','마디튼튼마취통증의학과의원');",5,4,https://www.wonju.go.kr/health/selectResrceListPA3.do?key=1787&sc1=10&si1=27&cpn=5,GET,2026-07-15T22:55:11+09:00
wonju_health_medical_institution,13192653,45,병원,삼성서울리프앤톡스의원,"강원특별자치도 원주시 혁신로 35, 3층 301~302호 (반곡동)",033-813-1707,https://www.wonju.go.kr/health/viewTnResrceDataPA.do?resrceNo=13192653&sc1=10&si1=27&cpn=5&key=1787&from=,"href=#n | onclick=javascript:fn_setAddressToMapPosition('강원특별자치도 원주시 혁신로 35, 3층 301~302호 (반곡동)','삼성서울리프앤톡스의원');",5,5,https://www.wonju.go.kr/health/selectResrceListPA3.do?key=1787&sc1=10&si1=27&cpn=5,GET,2026-07-15T22:55:11+09:00
wonju_health_medical_institution,13192654,46,병원,아이편한소아청소년과의원,"강원특별자치도 원주시 단구로 398, 청솔3차아파트 1층 104호 (단구동)",033-900-8275,https://www.wonju.go.kr/health/viewTnResrceDataPA.do?resrceNo=13192654&sc1=10&si1=27&cpn=5&key=1787&from=,"href=#n | onclick=javascript:fn_setAddressToMapPosition('강원특별자치도 원주시 단구로 398, 청솔3차아파트 1층 104호 (단구동)','아이편한소아청소년과의원');",5,6,https://www.wonju.go.kr/health/selectResrceListPA3.do?key=1787&sc1=10&si1=27&cpn=5,GET,2026-07-15T22:55:11+09:00
wonju_health_medical_institution,13192655,47,병원,아이튼튼소아청소년과의원,"강원특별자치도 원주시 서원대로 406, 5층 504,505호 (단구동)",033-761-7585,https://www.wonju.go.kr/health/viewTnResrceDataPA.do?resrceNo=13192655&sc1=10&si1=27&cpn=5&key=1787&from=,"href=#n | onclick=javascript:fn_setAddressToMapPosition('강원특별자치도 원주시 서원대로 406, 5층 504,505호 (단구동)','아이튼튼소아청소년과의원');",5,7,https://www.wonju.go.kr/health/selectResrceListPA3.do?key=1787&sc1=10&si1=27&cpn=5,GET,2026-07-15T22:55:11+09:00
wonju_health_medical_institution,13192656,48,병원,연세본정형외과마취통증의학과의원,"강원특별자치도 원주시 영랑길 14-2, 401.402-2호 (행구동)",033-900-7582,https://www.wonju.go.kr/health/viewTnResrceDataPA.do?resrceNo=13192656&sc1=10&si1=27&cpn=5&key=1787&from=,"href=#n | onclick=javascript:fn_setAddressToMapPosition('강원특별자치도 원주시 영랑길 14-2, 401.402-2호 (행구동)','연세본정형외과마취통증의학과의원');",5,8,https://www.wonju.go.kr/health/selectResrceListPA3.do?key=1787&sc1=10&si1=27&cpn=5,GET,2026-07-15T22:55:11+09:00
wonju_health_medical_institution,13192657,49,병원,연세시원한외과의원,"강원특별자치도 원주시 능라동길 27, SK타워 404~406호 (무실동)",033-904-7575,https://www.wonju.go.kr/health/viewTnResrceDataPA.do?resrceNo=13192657&sc1=10&si1=27&cpn=5&key=1787&from=,"href=#n | onclick=javascript:fn_setAddressToMapPosition('강원특별자치도 원주시 능라동길 27, SK타워 404~406호 (무실동)','연세시원한외과의원');",5,9,https://www.wonju.go.kr/health/selectResrceListPA3.do?key=1787&sc1=10&si1=27&cpn=5,GET,2026-07-15T22:55:11+09:00
wonju_health_medical_institution,13192658,50,병원,명성메디칼의원,"강원특별자치도 원주시 현충로 11, 2,3층 (태장동)",033-731-3651,https://www.wonju.go.kr/health/viewTnResrceDataPA.do?resrceNo=13192658&sc1=10&si1=27&cpn=5&key=1787&from=,"href=#n | onclick=javascript:fn_setAddressToMapPosition('강원특별자치도 원주시 현충로 11, 2,3층 (태장동)','명성메디칼의원');",5,10,https://www.wonju.go.kr/health/selectResrceListPA3.do?key=1787&sc1=10&si1=27&cpn=5,GET,2026-07-15T22:55:11+09:00
